0_x,0_y,1_x,1_y,2_x,2_y
0.4002416729927063, 0.9814080595970154, 0.4565528929233551, 0.932384192943573, 0.3629801571369171, 0.9181854128837585
0.39214372634887695, 0.9801765084266663, 0.4524272084236145, 0.9355928301811218, 0.3628022372722626, 0.9190073013305664
0.39335060119628906, 0.9816296696662903, 0.4553397595882416, 0.9353402853012085, 0.3632500171661377, 0.9179779887199402
0.393419474363327, 0.981825053691864, 0.45646217465400696, 0.9340665936470032, 0.36405158042907715, 0.9185134768486023
0.4008364975452423, 0.9820544123649597, 0.45751065015792847, 0.9344280958175659, 0.36328983306884766, 0.9193059802055359
0.3925032317638397, 0.9663107991218567, 0.4570104777812958, 0.9330782890319824, 0.36377209424972534, 0.9168605804443359
0.4084630012512207, 0.9798778295516968, 0.46051284670829773, 0.9281559586524963, 0.36434897780418396, 0.915709912776947
0.4369898736476898, 0.962909996509552, 0.5018938183784485, 0.9160221815109253, 0.38031578063964844, 0.9061301350593567
0.4449400305747986, 0.9533910751342773, 0.4877288341522217, 0.8856194615364075, 0.3745667636394501, 0.8903055787086487
0.44051793217658997, 0.9413930177688599, 0.4835771918296814, 0.8767769932746887, 0.3723890781402588, 0.8808313012123108
0.43807077407836914, 0.9372931718826294, 0.4741532802581787, 0.8732699155807495, 0.3688831031322479, 0.8789526224136353
