0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,17_x,17_y
0.46673527359962463, 0.1258534938097, 0.4925093650817871, 0.09865457564592361, 0.4447076916694641, 0.0918457880616188, 0.5417344570159912, 0.17266975343227386, 0.397928923368454, 0.16299767792224884, 0.6024904847145081, 0.4260449707508087, 0.3273862302303314, 0.41415324807167053, 0.6708989143371582, 0.7404897809028625, 0.25868645310401917, 0.6886576414108276, 0.7139924764633179, 0.9910712838172913, 0.26234716176986694, 0.895331084728241, 0.5673299431800842, 0.9910714030265808, 0.372182697057724, 0.9910714030265808, 0.4690191149711609, 0.41892796754837036
0.4821266829967499, 0.15182457864284515, 0.5102325081825256, 0.12873400747776031, 0.4626007676124573, 0.11919587105512619, 0.5442603230476379, 0.2028694450855255, 0.4092089533805847, 0.19153080880641937, 0.6050756573677063, 0.4422930181026459, 0.342668741941452, 0.4229598045349121, 0.6773728132247925, 0.7267722487449646, 0.25810351967811584, 0.6941755414009094, 0.7545745968818665, 0.9815158247947693, 0.2649669051170349, 0.9015812277793884, 0.5671412348747253, 0.9910714030265808, 0.3840683102607727, 0.9910714030265808, 0.47757387161254883, 0.43151989579200745
0.5016730427742004, 0.20667840540409088, 0.526138186454773, 0.1826324164867401, 0.47691723704338074, 0.1748906522989273, 0.5563260912895203, 0.245751291513443, 0.43095022439956665, 0.22451893985271454, 0.6151558756828308, 0.45816367864608765, 0.36404937505722046, 0.45375534892082214, 0.7088769674301147, 0.6651968359947205, 0.2516820728778839, 0.6771314740180969, 0.7444766759872437, 0.7795130014419556, 0.2881377637386322, 0.8416882157325745, 0.5801154375076294, 0.9910714030265808, 0.39721396565437317, 0.9910714030265808, 0.4907448887825012, 0.4542364180088043
0.49171677231788635, 0.2100219577550888, 0.5156160593032837, 0.19236402213573456, 0.4683607220649719, 0.18806993961334229, 0.5440745949745178, 0.2553456127643585, 0.4251086413860321, 0.24469543993473053, 0.5987014174461365, 0.419755756855011, 0.3623139560222626, 0.43651705980300903, 0.733363687992096, 0.5745221972465515, 0.24073444306850433, 0.6209502816200256, 0.6522464752197266, 0.6145867705345154, 0.35347455739974976, 0.6734064221382141, 0.5700379610061646, 0.93914794921875, 0.40714481472969055, 0.952107846736908, 0.47954973578453064, 0.4267275333404541
0.4779514670372009, 0.21062053740024567, 0.4991314709186554, 0.1958712339401245, 0.4538673460483551, 0.1906455010175705, 0.52299565076828, 0.24683167040348053, 0.41455432772636414, 0.25050806999206543, 0.5905042290687561, 0.3973753750324249, 0.3594355583190918, 0.42145639657974243, 0.7151575684547424, 0.5202009081840515, 0.22724327445030212, 0.5889424085617065, 0.6202893853187561, 0.5518854260444641, 0.3667147755622864, 0.5891052484512329, 0.5653106570243835, 0.9045718312263489, 0.41913074254989624, 0.9074754118919373, 0.471113920211792, 0.4054170548915863
0.46698132157325745, 0.21865619719028473, 0.49085769057273865, 0.20090988278388977, 0.44599437713623047, 0.19431522488594055, 0.5222915410995483, 0.2492610216140747, 0.4073294699192047, 0.24292317032814026, 0.5902641415596008, 0.40132370591163635, 0.3562878668308258, 0.42263513803482056, 0.6943722367286682, 0.540643572807312, 0.2400963455438614, 0.5947770476341248, 0.6187580823898315, 0.5772048830986023, 0.3716816008090973, 0.6023569107055664, 0.5620239973068237, 0.8997350335121155, 0.42131975293159485, 0.9046387672424316, 0.46987661719322205, 0.40913599729537964
0.4535534381866455, 0.2814154326915741, 0.4756886065006256, 0.25988614559173584, 0.4322836697101593, 0.2542302906513214, 0.505840003490448, 0.30023807287216187, 0.3950859010219574, 0.30025097727775574, 0.5669035315513611, 0.4675637185573578, 0.35213592648506165, 0.5016189813613892, 0.646728515625, 0.6338943839073181, 0.2759653627872467, 0.6851521134376526, 0.6221902966499329, 0.7230134010314941, 0.3620701730251312, 0.7707228660583496, 0.5700761079788208, 0.9170495867729187, 0.42214956879615784, 0.9343677163124084, 0.45972636342048645, 0.4821886420249939
0.44916293025016785, 0.3475000262260437, 0.4672064781188965, 0.33077529072761536, 0.4263491630554199, 0.32632869482040405, 0.4965858459472656, 0.36972352862358093, 0.39296573400497437, 0.38030311465263367, 0.5551138520240784, 0.5274823904037476, 0.36312389373779297, 0.5735843777656555, 0.615513801574707, 0.7330149412155151, 0.3174434304237366, 0.7974478602409363, 0.622366726398468, 0.8831290006637573, 0.3419814109802246, 0.9800232648849487, 0.5653106570243835, 0.9774213433265686, 0.43210306763648987, 0.9790218472480774, 0.45863357186317444, 0.5487826466560364
0.4256564974784851, 0.3536066710948944, 0.4421859085559845, 0.33663228154182434, 0.4144003093242645, 0.3452773094177246, 0.39041003584861755, 0.4142719805240631, 0.4863654673099518, 0.40108606219291687, 0.36966320872306824, 0.5806702375411987, 0.5569000840187073, 0.5352861285209656, 0.33103516697883606, 0.8136166334152222, 0.6166645884513855, 0.7418580055236816, 0.3479134440422058, 0.9910715222358704, 0.611263632774353, 0.894008457660675, 0.43478819727897644, 0.9758356213569641, 0.5661014318466187, 0.9533638954162598, 0.4618564248085022, 0.5567208528518677
0.4369843006134033, 0.37175241112709045, 0.45327767729759216, 0.35130438208580017, 0.4190365672111511, 0.35657304525375366, 0.48514002561569214, 0.3803604543209076, 0.39410802721977234, 0.40152329206466675, 0.5498324036598206, 0.5285444259643555, 0.37211599946022034, 0.5695187449455261, 0.6228336691856384, 0.6950098872184753, 0.34609946608543396, 0.743733286857605, 0.6017380952835083, 0.8130798935890198, 0.36351481080055237, 0.9219065308570862, 0.5449250340461731, 0.9371647834777832, 0.4222511947154999, 0.9383854866027832, 0.45997709035873413, 0.547809898853302
