3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,17_x,17_y
0.4910356104373932, 0.008928571827709675, 0.31251877546310425, 0.03418252244591713, 0.5730879902839661, 0.31705692410469055, 0.238597109913826, 0.33473673462867737, 0.6867011785507202, 0.6545781493186951, 0.10376153886318207, 0.5785289406776428, 0.6899656653404236, 0.9803642630577087, 0.05634786933660507, 0.6911448240280151, 0.4071412682533264, 0.3265722095966339
