5_x,5_y,6_x,6_y,8_x,8_y,17_x,17_y
0.6792253851890564, 0.6003378033638, 0.2611142694950104, 0.6369737982749939, 0.12522466480731964, 0.9223071932792664, 0.4713624119758606, 0.6011034250259399
