1_x,1_y,2_x,2_y,4_x,4_y,5_x,5_y,6_x,6_y,17_x,17_y
0.5970193147659302, 0.3516146242618561, 0.45841869711875916, 0.3728678524494171, 0.34668591618537903, 0.32696372270584106, 0.7050442099571228, 0.5920267701148987, 0.22675089538097382, 0.5798110365867615, 0.4686594009399414, 0.5696764588356018
