0_x,0_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,17_x,17_y
0.5021218061447144, 0.4874812066555023, 0.3839675486087799, 0.3319379687309265, 0.6984426379203796, 0.5823536515235901, 0.2950592339038849, 0.5936840176582336, 0.7692901492118835, 0.9910714030265808, 0.17127998173236847, 0.8667492270469666, 0.4979531466960907, 0.5821645855903625
