0_x,0_y,1_x,1_y,2_x,2_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,17_x,17_y
0.5297156572341919, 0.43847349286079407, 0.5867404341697693, 0.3479955792427063, 0.4704551696777344, 0.372543066740036, 0.33373555541038513, 0.3130791187286377, 0.6928879022598267, 0.5786498188972473, 0.2262602299451828, 0.5629638433456421, 0.7235010862350464, 0.9910714030265808, 0.4645010828971863, 0.5568300485610962
