1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y
0.47288283705711365, 0.45297971367836, 0.39047661423683167, 0.4679238200187683, 0.5383918881416321, 0.47027912735939026, 0.29495713114738464, 0.5172666907310486
