0_x,0_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,17_x,17_y
0.5432499647140503, 0.6175273656845093, 0.5407444834709167, 0.6041364073753357, 0.48043665289878845, 0.5937319397926331, 0.5232867002487183, 0.6060379147529602, 0.447622150182724, 0.6687307357788086, 0.515116274356842, 0.6819924712181091, 0.39034825563430786, 0.7388215661048889, 0.5258632898330688, 0.8003749847412109, 0.3632771372795105, 0.7619662284851074, 0.5607872009277344, 0.9025457501411438, 0.46329692006111145, 0.9077988266944885, 0.5140816569328308, 0.9156312942504883, 0.4813196063041687, 0.6750147938728333
