0_x,0_y,1_x,1_y,2_x,2_y,4_x,4_y
0.41153043508529663, 0.981410801410675, 0.47143134474754333, 0.9307023882865906, 0.3682655394077301, 0.9153919219970703, 0.26290711760520935, 0.9795116782188416
0.41101545095443726, 0.9838075041770935, 0.47063472867012024, 0.932368814945221, 0.3667265772819519, 0.9160973429679871, 0.26058486104011536, 0.9801797270774841
0.41015705466270447, 0.9836916923522949, 0.45937368273735046, 0.9345740675926208, 0.3646833300590515, 0.9193363785743713, 0.26161423325538635, 0.9793456792831421
0.4020327031612396, 0.9835942387580872, 0.458919495344162, 0.9339573979377747, 0.36372408270835876, 0.9185928702354431, 0.2609254717826843, 0.9789894223213196
0.40208759903907776, 0.9829438924789429, 0.45879068970680237, 0.9340129494667053, 0.3649703562259674, 0.918451726436615, 0.26236024498939514, 0.9788083434104919
0.4387425482273102, 0.9331921339035034, 0.4756527245044708, 0.8706994652748108, 0.36138442158699036, 0.8605144619941711, 0.24492216110229492, 0.9182549715042114
0.419829785823822, 0.9347192049026489, 0.46205249428749084, 0.8660586476325989, 0.3544979393482208, 0.8559296727180481, 0.23881734907627106, 0.9003793597221375
0.3936476409435272, 0.9254730939865112, 0.4366309344768524, 0.8600191473960876, 0.3372359275817871, 0.8480086326599121, 0.22793662548065186, 0.9158642888069153
0.3876315951347351, 0.9271125197410583, 0.4324120879173279, 0.8594737648963928, 0.32524093985557556, 0.8470333814620972, 0.22438669204711914, 0.904043972492218
0.3791033625602722, 0.926094114780426, 0.4313355088233948, 0.8523048758506775, 0.3226814270019531, 0.8428784608840942, 0.22669613361358643, 0.8704466223716736
0.3695533871650696, 0.9228909611701965, 0.4146115183830261, 0.8548567891120911, 0.31093254685401917, 0.8464927077293396, 0.2224523276090622, 0.8687738180160522
0.36669567227363586, 0.920109212398529, 0.4146646559238434, 0.8476614356040955, 0.309093713760376, 0.8458389639854431, 0.22264233231544495, 0.8631381988525391
0.36667686700820923, 0.9245588183403015, 0.41849422454833984, 0.8450685739517212, 0.3053290545940399, 0.8450919985771179, 0.2198258638381958, 0.8681739568710327
0.3560865819454193, 0.9081700444221497, 0.4115942418575287, 0.8325807452201843, 0.3019026815891266, 0.8369734883308411, 0.22099699079990387, 0.8634945750236511
