0_x,0_y,2_x,2_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,17_x,17_y
0.5427982807159424, 0.6042375564575195, 0.5346000790596008, 0.5933509469032288, 0.507395327091217, 0.6009835600852966, 0.505031406879425, 0.663813054561615, 0.49047571420669556, 0.6752998232841492, 0.5121356248855591, 0.7621736526489258, 0.4786513149738312, 0.7795845866203308, 0.5371763110160828, 0.7853526473045349, 0.5305343270301819, 0.7987237572669983, 0.5188146233558655, 0.913020133972168, 0.5017667412757874, 0.9179271459579468, 0.4971677362918854, 0.670173704624176
