0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,6_x,6_y
0.3869275152683258, 0.7401703596115112, 0.45605185627937317, 0.6728636622428894, 0.3308159410953522, 0.6707175374031067, 0.5320531129837036, 0.7364887595176697, 0.24395765364170074, 0.7391649484634399, 0.2375476062297821, 0.9570074677467346
