3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,17_x,17_y
0.5642034411430359, 0.02171163074672222, 0.3202182948589325, 0.015976080670952797, 0.5959750413894653, 0.3408466875553131, 0.2521730959415436, 0.3379586338996887, 0.6184777021408081, 0.6539809107780457, 0.04236040636897087, 0.6730473637580872, 0.6031010746955872, 0.8994949460029602, 0.42313069105148315, 0.33194655179977417
