0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,17_x,17_y
0.4863074719905853, 0.08388791233301163, 0.525143563747406, 0.021733960136771202, 0.43225041031837463, 0.022325241938233376, 0.5794323682785034, 0.03975633159279823, 0.32773157954216003, 0.046083804219961166, 0.6102509498596191, 0.3636564612388611, 0.24244806170463562, 0.36702460050582886, 0.6483924984931946, 0.6722418665885925, 0.02394297905266285, 0.7249757647514343, 0.6311343312263489, 0.9588376879692078, 0.4305857717990875, 0.3610725700855255
