0_x,0_y,1_x,1_y,2_x,2_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,17_x,17_y
0.5260709524154663, 0.42136716842651367, 0.5789794325828552, 0.36685290932655334, 0.46866923570632935, 0.3475334644317627, 0.39071276783943176, 0.2818853557109833, 0.704544723033905, 0.5314527750015259, 0.31516584753990173, 0.5097343921661377, 0.7257987856864929, 0.9213781952857971, 0.1848006695508957, 0.7991870641708374, 0.5163502097129822, 0.5163396596908569
