0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,17_x,17_y
0.49810513854026794, 0.15319152176380157, 0.5447667241096497, 0.06046339124441147, 0.44724592566490173, 0.09613943845033646, 0.5917161703109741, 0.023802200332283974, 0.32175683975219727, 0.09878060966730118, 0.6341137290000916, 0.403583824634552, 0.24018637835979462, 0.4061815142631531, 0.694283127784729, 0.7454252243041992, 0.44059595465660095, 0.40333443880081177
