0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,17_x,17_y
0.5275487303733826, 0.2782982289791107, 0.5751225352287292, 0.18687760829925537, 0.4752214848995209, 0.21044287085533142, 0.6418903470039368, 0.15802378952503204, 0.6933051943778992, 0.4805544912815094, 0.33014529943466187, 0.46323058009147644, 0.7119979858398438, 0.9143370985984802, 0.20042845606803894, 0.7226122617721558, 0.5138723254203796, 0.46598008275032043
