0_x,0_y,1_x,1_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,11_x,11_y,12_x,12_y,17_x,17_y
0.3810286223888397, 0.6208173036575317, 0.383667916059494, 0.6071788668632507, 0.3946898877620697, 0.6098575592041016, 0.44309020042419434, 0.6043453812599182, 0.39210209250450134, 0.6824416518211365, 0.48239803314208984, 0.6829423308372498, 0.4036595821380615, 0.7941012382507324, 0.5430091023445129, 0.7537559866905212, 0.43094566464424133, 0.9164042472839355, 0.4831099212169647, 0.9156932830810547, 0.43628332018852234, 0.6816819310188293
