4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,17_x,17_y
0.33190152049064636, 0.09536147862672806, 0.5632570385932922, 0.3795044720172882, 0.2654806673526764, 0.37363141775131226, 0.6281706690788269, 0.6815550923347473, 0.130747988820076, 0.5962318778038025, 0.651768684387207, 0.9768911004066467, 0.0868590697646141, 0.7352965474128723, 0.5401737093925476, 0.9910714030265808, 0.4186328053474426, 0.3740728497505188
