4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,12_x,12_y,17_x,17_y
0.32696932554244995, 0.09371645003557205, 0.5606240630149841, 0.38110730051994324, 0.26482459902763367, 0.37769049406051636, 0.6219541430473328, 0.6688010096549988, 0.13450725376605988, 0.597589910030365, 0.6480861306190491, 0.938021183013916, 0.09169250726699829, 0.7384552955627441, 0.33845123648643494, 0.991071343421936, 0.4173075258731842, 0.37608423829078674
