2_x,2_y,4_x,4_y,5_x,5_y,6_x,6_y,17_x,17_y
0.4580647051334381, 0.2769487202167511, 0.3340659439563751, 0.25820237398147583, 0.6805711984634399, 0.5382016897201538, 0.21921822428703308, 0.5448903441429138, 0.4542108178138733, 0.5264478325843811
