0_x,0_y,1_x,1_y,2_x,2_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,17_x,17_y
0.536359965801239, 0.5923764109611511, 0.5314501523971558, 0.5789608359336853, 0.5245910882949829, 0.5817307233810425, 0.4960308372974396, 0.598057210445404, 0.526902973651886, 0.6659019589424133, 0.47634321451187134, 0.6850482821464539, 0.5420023202896118, 0.7612624764442444, 0.46275410056114197, 0.7857128977775574, 0.5708028674125671, 0.7495090365409851, 0.5205055475234985, 0.7660895586013794, 0.5412926077842712, 0.9189161062240601, 0.500615119934082, 0.9323027729988098, 0.5026898980140686, 0.675773024559021
