0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,12_x,12_y,17_x,17_y
0.45482954382896423, 0.09754335135221481, 0.4827340543270111, 0.05024320259690285, 0.4242178797721863, 0.050433870404958725, 0.5361310243606567, 0.12819026410579681, 0.3750191330909729, 0.1115686297416687, 0.5966978073120117, 0.3979460299015045, 0.2941233217716217, 0.3880470097064972, 0.6418097615242004, 0.7283235192298889, 0.21639645099639893, 0.6717190742492676, 0.643916666507721, 0.9910714030265808, 0.2485593855381012, 0.8697648048400879, 0.3440329134464264, 0.9910714030265808, 0.44536104798316956, 0.389625608921051
