3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,11_x,11_y,12_x,12_y,17_x,17_y
0.38996678590774536, 0.6151726841926575, 0.4463356137275696, 0.6089460253715515, 0.3825494647026062, 0.6878563165664673, 0.4830347001552582, 0.6803088188171387, 0.3913120627403259, 0.7793627381324768, 0.5407393574714661, 0.7313118577003479, 0.4324387013912201, 0.9156465530395508, 0.48722025752067566, 0.9035339951515198, 0.43146151304244995, 0.6831178069114685
