0_x,0_y,1_x,1_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,17_x,17_y
0.3941915035247803, 0.6216276288032532, 0.39569538831710815, 0.6079884171485901, 0.4092755913734436, 0.6059467196464539, 0.4434886574745178, 0.5973771810531616, 0.4184820353984833, 0.6700014472007751, 0.4740256369113922, 0.6675001978874207, 0.3840692639350891, 0.782972514629364, 0.505939781665802, 0.7941498756408691, 0.3396703898906708, 0.9134682416915894, 0.509428858757019, 0.8848220109939575, 0.43106523156166077, 0.898952066898346, 0.47756943106651306, 0.8990797996520996, 0.449095755815506, 0.669111430644989
