2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,10_x,10_y,17_x,17_y
0.4020640254020691, 0.04445171728730202, 0.5250705480575562, 0.04812004789710045, 0.3453695476055145, 0.06059955433011055, 0.5755138993263245, 0.3584238588809967, 0.2612289488315582, 0.34539738297462463, 0.5972840189933777, 0.7228297591209412, 0.15525858104228973, 0.6347151398658752, 0.2390909343957901, 0.8799766302108765, 0.4220278859138489, 0.34534063935279846
