0_x,0_y,1_x,1_y,3_x,3_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,10_x,10_y,11_x,11_y,12_x,12_y,17_x,17_y
0.38517192006111145, 0.583206057548523, 0.3914169371128082, 0.5555920004844666, 0.43268057703971863, 0.5686274766921997, 0.4857636094093323, 0.6578174829483032, 0.3825703561306, 0.6722100377082825, 0.4733082354068756, 0.7987930178642273, 0.3697471618652344, 0.8024113774299622, 0.36334228515625, 0.9175339937210083, 0.465272456407547, 0.9533966779708862, 0.3938462436199188, 0.9504879713058472, 0.43341612815856934, 0.6653384566307068
