1_x,1_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,11_x,11_y,12_x,12_y,17_x,17_y
0.385876327753067, 0.6055701375007629, 0.39617058634757996, 0.6079911589622498, 0.44064489006996155, 0.5988844633102417, 0.3964317739009857, 0.6816519498825073, 0.4803105294704437, 0.6727697253227234, 0.3995823264122009, 0.8023867607116699, 0.5361739993095398, 0.7763758301734924, 0.41733235120773315, 0.9138661026954651, 0.4279312789440155, 0.9236156344413757, 0.4852933883666992, 0.9199018478393555, 0.43781211972236633, 0.6766254305839539
