5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,10_x,10_y,17_x,17_y
0.4917709231376648, 0.260301411151886, 0.1340722143650055, 0.22840793430805206, 0.5548497438430786, 0.7001147866249084, 0.008928571827709675, 0.5662707090377808, 0.03677239641547203, 0.9776223301887512, 0.3153440058231354, 0.24356944859027863
