0_x,0_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,17_x,17_y
0.5267084240913391, 0.3786028027534485, 0.7013686895370483, 0.49716296792030334, 0.3263317048549652, 0.4770534336566925, 0.7104161381721497, 0.9549201130867004, 0.20069094002246857, 0.740563690662384, 0.5170692801475525, 0.48066967725753784
