5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,17_x,17_y
0.48910167813301086, 0.2779548764228821, 0.14843489229679108, 0.24582800269126892, 0.5664535164833069, 0.6839242577552795, 0.008928571827709675, 0.5644788146018982, 0.5531846880912781, 0.9910714030265808, 0.04209505766630173, 0.907946765422821, 0.31743964552879333, 0.2608111500740051
