0_x,0_y,2_x,2_y,4_x,4_y,5_x,5_y,6_x,6_y,8_x,8_y,17_x,17_y
0.4809648394584656, 0.5299205183982849, 0.4146828353404999, 0.4685569703578949, 0.3350357711315155, 0.3996395766735077, 0.6840415000915527, 0.6028867363929749, 0.27560222148895264, 0.6380612254142761, 0.13797616958618164, 0.9350822567939758, 0.47902506589889526, 0.6130121946334839
