0_x,0_y,2_x,2_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,17_x,17_y
0.4378414750099182, 0.14976634085178375, 0.40241262316703796, 0.08199308812618256, 0.3485218584537506, 0.10132256895303726, 0.5754199624061584, 0.38915127515792847, 0.279598206281662, 0.3839319348335266, 0.6361640691757202, 0.6892865896224976, 0.13191579282283783, 0.5875206589698792, 0.6548447012901306, 0.9805874228477478, 0.09482766687870026, 0.7423909306526184, 0.4305272400379181, 0.3834974765777588
